user_id,username,user_display_name,tweet_id,full_text,created_at,sentiment_label,cleaned_text,after_slang_text,underscore_negation_text,swap_negation_text,final_negation_text,after_stopwords_text,after_stemming_text,preprocessed_text
173424336.0,nemencinta,NoehNemen,1.83639e+18,"@keps_ky @rob_iqb @iwanfals Lah kan aku bilang, misal, kereta cepat ga usah dibuat, alokasikan buat daerah lain luar Jawa sana. Kan ga harus Ibu Kota pindah juga klo mau ga Jawasentris.",Wed Sep 18 12:57:04 +0000 2024,negatif,lah kan aku bilang misal kereta cepat ga usah dibuat alokasikan buat daerah lain luar jawa sana kan ga harus ibu kota pindah juga klo mau ga jawasentris,lah kan aku bilang misal kereta cepat tidak perlu dibuat alokasikan buat daerah lain luar jawa sana kan tidak harus ibu kota pindah juga kalau mau tidak jawasentris,lah kan aku bilang misal kereta cepat tidak_perlu dibuat alokasikan buat daerah lain luar jawa sana kan tidak_harus ibu kota pindah juga kalau mau tidak_jawasentris,lah kan aku bilang misal kereta cepat tidak_perlu dibuat alokasikan buat daerah lain luar jawa sana kan tidak_harus ibu kota pindah juga kalau mau tidak_jawasentris,lah kan aku bilang misal kereta cepat tidak perlu dibuat alokasikan buat daerah lain luar jawa sana kan tidak harus ibu kota pindah juga kalau mau tidak jawasentris,bilang kereta cepat alokasikan daerah jawa kota pindah jawasentris,bilang kereta cepat alokasi daerah jawa kota pindah jawasentris,bilang kereta cepat alokasi daerah jawa kota pindah jawasentris
1.68598e+18,agam_estu,Agam Estu Pradana,1.84021e+18,@IKNnusantaraID Ekonomi masyarakat sekitar ibukota baru akan terangkat,Sun Sep 29 01:41:59 +0000 2024,positif,ekonomi masyarakat sekitar ibukota baru akan terangkat,ekonomi masyarakat sekitar ibukota baru akan terangkat,ekonomi masyarakat sekitar ibukota baru akan terangkat,ekonomi masyarakat sekitar ibukota baru akan terangkat,ekonomi masyarakat sekitar ibukota baru akan terangkat,ekonomi masyarakat ibukota terangkat,ekonomi masyarakat ibukota angkat,ekonomi masyarakat ibukota angkat
1.72063e+18,harryfathoe111,DR. Harry F. Petta Lewa,1.81206e+18,"@kompascom Apalagi pindahkan ibukota ya pak @prabowo ? Bukan hal yang urgent. Mhn prioritas pada 5P: Pangan, Papan (perumahan), Pendidikan, Pertahanan, Pekerjaan. Adapun Pemindahan (ibukota),",Sat Jul 13 09:45:46 +0000 2024,negatif,apalagi pindahkan ibukota ya pak bukan hal yang urgent mhn prioritas pada p pangan papan perumahan pendidikan pertahanan pekerjaan adapun pemindahan ibukota,apalagi pindahkan ibukota iya pak bukan hal yang urgent mohon prioritas pada p pangan papan perumahan pendidikan pertahanan pekerjaan adapun pemindahan ibukota,apalagi pindahkan ibukota iya pak bukan_hal yang urgent mohon prioritas pada p pangan papan perumahan pendidikan pertahanan pekerjaan adapun pemindahan ibukota,apalagi pindahkan ibukota iya pak bukan_hal yang urgent mohon prioritas pada p pangan papan perumahan pendidikan pertahanan pekerjaan adapun pemindahan ibukota,apalagi pindahkan ibukota iya pak bukan hal yang urgent mohon prioritas pada p pangan papan perumahan pendidikan pertahanan pekerjaan adapun pemindahan ibukota,pindahkan ibukota iya urgent mohon prioritas p pangan papan perumahan pendidikan pertahanan pekerjaan pemindahan ibukota,pindah ibukota iya urgent mohon prioritas p pangan papan rumah didik tahan kerja pindah ibukota,pindah ibukota iya urgent mohon prioritas p pangan papan rumah didik tahan kerja pindah ibukota
1.74234e+18,pasaribunoah,uname; noah pasaribu,1.84063e+18,"Pemerintah berkomitmen untuk mendorong ekosistem transportasi ramah lingkungan di Ibu Kota Nusantara (IKN), Kalimantan Timur. Dengan menggunakan energi hijau, seluruh kendaraan di IKN akan beralih ke jenis kendaraan listrik. Hal ini bertujuan untuk mewujudkan IKN sebagai smart ci https://t.co/WZAIc2WVYy",Mon Sep 30 05:57:35 +0000 2024,netral,pemerintah berkomitmen untuk mendorong ekosistem transportasi ramah lingkungan di ibu kota nusantara ibukota negara baru kalimantan timur dengan menggunakan energi hijau seluruh kendaraan di ibukota negara baru akan beralih ke jenis kendaraan listrik hal ini bertujuan untuk mewujudkan ibukota negara baru sebagai smart ci,pemerintah berkomitmen untuk mendorong ekosistem transportasi ramah lingkungan di ibu kota nusantara ibukota negara baru kalimantan timur dengan menggunakan energi hijau seluruh kendaraan di ibukota negara baru akan beralih ke jenis kendaraan listrik hal ini bertujuan untuk mewujudkan ibukota negara baru sebagai smart ci,pemerintah berkomitmen untuk mendorong ekosistem transportasi ramah lingkungan di ibu kota nusantara ibukota negara baru kalimantan timur dengan menggunakan energi hijau seluruh kendaraan di ibukota negara baru akan beralih ke jenis kendaraan listrik hal ini bertujuan untuk mewujudkan ibukota negara baru sebagai smart ci,pemerintah berkomitmen untuk mendorong ekosistem transportasi ramah lingkungan di ibu kota nusantara ibukota negara baru kalimantan timur dengan menggunakan energi hijau seluruh kendaraan di ibukota negara baru akan beralih ke jenis kendaraan listrik hal ini bertujuan untuk mewujudkan ibukota negara baru sebagai smart ci,pemerintah berkomitmen untuk mendorong ekosistem transportasi ramah lingkungan di ibu kota nusantara ibukota negara baru kalimantan timur dengan menggunakan energi hijau seluruh kendaraan di ibukota negara baru akan beralih ke jenis kendaraan listrik hal ini bertujuan untuk mewujudkan ibukota negara baru sebagai smart ci,pemerintah berkomitmen mendorong ekosistem transportasi ramah lingkungan kota nusantara ibukota negara kalimantan timur energi hijau kendaraan ibukota negara beralih jenis kendaraan listrik bertujuan mewujudkan ibukota negara smart ci,perintah komitmen dorong ekosistem transportasi ramah lingkung kota nusantara ibukota negara kalimantan timur energi hijau kendara ibukota negara alih jenis kendara listrik tuju wujud ibukota negara smart ci,perintah komitmen dorong ekosistem transportasi ramah lingkung kota nusantara ibukota negara kalimantan timur energi hijau kendara ibukota negara alih jenis kendara listrik tuju wujud ibukota negara smart ci
1.58894e+18,fien01346271,@fien,1.84089e+18,@mas_veel Lha iya Wong IKN juga akhirnya karena Rakyat yang minta.. Demi Rakyat,Mon Sep 30 23:12:19 +0000 2024,netral,lha iya wong ibukota negara baru juga akhirnya karena rakyat yang minta demi rakyat,lah iya wong ibukota negara baru juga akhirnya karena rakyat yang meminta demi rakyat,lah iya wong ibukota negara baru juga akhirnya karena rakyat yang meminta demi rakyat,lah iya wong ibukota negara baru juga akhirnya karena rakyat yang meminta demi rakyat,lah iya wong ibukota negara baru juga akhirnya karena rakyat yang meminta demi rakyat,iya ibukota negara rakyat rakyat,iya ibukota negara rakyat rakyat,iya ibukota negara rakyat rakyat
3270041322.0,sandiereec,sandie,1.8392e+18,@CuitPositif Pemindahan Ibu Kota Negara jadi bukti keberanian Jokowi dalam melakukan perubahan besar untuk Indonesia. Jokowi Berhasil Publik Puas!,Thu Sep 26 07:03:00 +0000 2024,positif,pemindahan ibu kota negara jadi bukti keberanian jokowi dalam melakukan perubahan besar untuk indonesia jokowi berhasil publik puas,pemindahan ibu kota negara jadi bukti keberanian jokowi dalam melakukan perubahan besar untuk indonesia jokowi berhasil publik puas,pemindahan ibu kota negara jadi bukti keberanian jokowi dalam melakukan perubahan besar untuk indonesia jokowi berhasil publik puas,pemindahan ibu kota negara jadi bukti keberanian jokowi dalam melakukan perubahan besar untuk indonesia jokowi berhasil publik puas,pemindahan ibu kota negara jadi bukti keberanian jokowi dalam melakukan perubahan besar untuk indonesia jokowi berhasil publik puas,pemindahan kota negara bukti keberanian jokowi perubahan indonesia jokowi berhasil publik puas,pindah kota negara bukti berani jokowi ubah indonesia jokowi hasil publik puas,pindah kota negara bukti berani jokowi ubah indonesia jokowi hasil publik puas
23343960.0,kompascom,Kompas.com,1.83969e+18,"Wakil Ketua MPR RI yang juga Wakil Ketua Majelis Syuro PKS Hidayat Nur Wahid menilai pernyataan Presiden Jokowi soal pemindahan ibu kota negara adalah keputusan seluruh rakyat tidak tepat. 

&lt; #Jokowi #IKN #PKS

https://t.co/06ypTrSzab",Fri Sep 27 15:39:51 +0000 2024,negatif,"wakil ketua mpr ri yang juga wakil ketua majelis syuro pks hidayat nur wahid menilai pernyataan presiden jokowi soal pemindahan ibu kota negara adalah keputusan seluruh rakyat tidak tepat  lt ",wakil ketua pemerintah ri yang juga wakil ketua majelis syuro pks hidayat nur wahid menilai pernyataan presiden jokowi soal pemindahan ibu kota negara adalah keputusan seluruh rakyat tidak tepat lantai,wakil ketua pemerintah ri yang juga wakil ketua majelis syuro pks hidayat nur wahid menilai pernyataan presiden jokowi soal pemindahan ibu kota negara adalah keputusan seluruh rakyat tidak_tepat lantai,wakil ketua pemerintah ri yang juga wakil ketua majelis syuro pks hidayat nur wahid menilai pernyataan presiden jokowi soal pemindahan ibu kota negara adalah keputusan seluruh rakyat salah lantai,wakil ketua pemerintah ri yang juga wakil ketua majelis syuro pks hidayat nur wahid menilai pernyataan presiden jokowi soal pemindahan ibu kota negara adalah keputusan seluruh rakyat salah lantai,wakil ketua pemerintah ri wakil ketua majelis syuro pks hidayat nur wahid menilai pernyataan presiden jokowi pemindahan kota negara keputusan rakyat salah lantai,wakil ketua perintah ri wakil ketua majelis syuro pks hidayat nur wahid nilai nyata presiden jokowi pindah kota negara putus rakyat salah lantai,wakil ketua perintah ri wakil ketua majelis syuro pks hidayat nur wahid nilai nyata presiden jokowi pindah kota negara putus rakyat salah lantai
1.05874e+18,DalipiMan,LEX'SU,1.84001e+18,@BANGSAygSUJUD @margonohadi91 @prabowo @jokowi @Aisha5011995259 @are_inismyname @Ber_uang08 @FDonghun @genx36545403 @gtobing2903 @florieliciouss @Ndons_Back @XiaoMei_99 @gustavssondhela Jujungan loe pola pikirnya parah...bangun dulu ibukota sampe jadi baru jakarta dipindah..skg bingung ibukotanya dmana,Sat Sep 28 12:44:38 +0000 2024,negatif,jujungan loe pola pikirnya parah bangun dulu ibukota sampe jadi baru jakarta dipindah skg bingung ibukotanya dmana,jujungan kamu pola pikirnya parah bangun dulu ibukota sampai jadi baru jakarta dipindah sekarang bingung ibukotanya dimana,jujungan kamu pola pikirnya parah bangun dulu ibukota sampai jadi baru jakarta dipindah sekarang bingung ibukotanya dimana,jujungan kamu pola pikirnya parah bangun dulu ibukota sampai jadi baru jakarta dipindah sekarang bingung ibukotanya dimana,jujungan kamu pola pikirnya parah bangun dulu ibukota sampai jadi baru jakarta dipindah sekarang bingung ibukotanya dimana,jujungan pola pikirnya parah bangun ibukota jakarta dipindah bingung ibukotanya,jujungan pola pikir parah bangun ibukota jakarta pindah bingung ibukotanya,jujungan pola pikir parah bangun ibukota jakarta pindah bingung ibukotanya
1.60425e+18,EMusiran,EdMus,1.84085e+18,"@Andria75777 IKN blm selesai, status Jkt sebagai ibukota sdh dicabut, benar2 biadab!",Mon Sep 30 20:34:44 +0000 2024,negatif,ibukota negara baru blm selesai status jkt sebagai ibukota sdh dicabut benar biadab,ibukota negara baru belum selesai status jakarta sebagai ibukota sudah dicabut benar biadab,ibukota negara baru belum_selesai status jakarta sebagai ibukota sudah dicabut benar biadab,ibukota negara baru mulai status jakarta sebagai ibukota sudah dicabut benar biadab,ibukota negara baru mulai status jakarta sebagai ibukota sudah dicabut benar biadab,ibukota negara status jakarta ibukota dicabut biadab,ibukota negara status jakarta ibukota cabut biadab,ibukota negara status jakarta ibukota cabut biadab
1.43696e+18,Pay_Moto,PayMoto,1.83367e+18,"@WidasSatyo Kami Pindah ke kota asal Ibu, terus digosipin bawa kabur uang pesangon Alm Bapak. 

Rumah kami ditunggu sama Adik bungsu Bapak, tp sama Nenek disewain, tiap bulan anak kandungnya dimintain duit. Bibi sampe tlp aku krn mikir aku yg narik uang sewa, pdhl mah kagak-",Wed Sep 11 01:08:58 +0000 2024,netral,"kami pindah ke kota asal ibu terus digosipin bawa kabur uang pesangon alm bapak  rumah kami ditunggu sama adik bungsu bapak tp sama nenek disewain tiap bulan anak kandungnya dimintain duit bibi sampe tlp aku krn mikir aku yg narik uang sewa pdhl mah kagak",kami pindah ke kota asal ibu terus digosipkan bawa kabur uang pesangon almarhum bapak rumah kami ditunggu sama adik bungsu bapak tapi sama nenek disewain tiap bulan anak kandungnya dimintain uang bibi sampai telepon aku karena mikir aku yang narik uang sewa padahal mah tidak,kami pindah ke kota asal ibu terus digosipkan bawa kabur uang pesangon almarhum bapak rumah kami ditunggu sama adik bungsu bapak tapi sama nenek disewain tiap bulan anak kandungnya dimintain uang bibi sampai telepon aku karena mikir aku yang narik uang sewa padahal mah tidak,kami pindah ke kota asal ibu terus digosipkan bawa kabur uang pesangon almarhum bapak rumah kami ditunggu sama adik bungsu bapak tapi sama nenek disewain tiap bulan anak kandungnya dimintain uang bibi sampai telepon aku karena mikir aku yang narik uang sewa padahal mah tidak,kami pindah ke kota asal ibu terus digosipkan bawa kabur uang pesangon almarhum bapak rumah kami ditunggu sama adik bungsu bapak tapi sama nenek disewain tiap bulan anak kandungnya dimintain uang bibi sampai telepon aku karena mikir aku yang narik uang sewa padahal mah tidak,pindah kota digosipkan bawa kabur uang pesangon almarhum rumah ditunggu adik bungsu nenek disewain anak kandungnya dimintain uang bibi telepon mikir narik uang sewa mah,pindah kota gosip bawa kabur uang sangon almarhum rumah tunggu adik bungsu nenek disewain anak kandung dimintain uang bibi telepon mikir narik uang sewa mah,pindah kota gosip bawa kabur uang sangon almarhum rumah tunggu adik bungsu nenek disewain anak kandung dimintain uang bibi telepon mikir narik uang sewa mah
